Anno,Regione,Settore__attività_economica,Nazionalità,sesso,Tipologia_variazione,Classe_di_età,Presenza_part_time,tipologia_incentivo,Numero_variazioni
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,38.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,4.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,4.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,80.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,5.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Altro,3.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,157.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,2.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,11.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,1.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,16.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Nessuna agevolazione,2.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Nessuna agevolazione,3.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time si,Nessuna agevolazione,1.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,3.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,24.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time si,Apprendistato,2.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,14.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,6.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Altro,1.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,30.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,63.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Altro,1.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,207.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,2.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,79.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,21.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,786.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,2.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,16.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,8.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,159.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Nessuna agevolazione,1.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Nessuna agevolazione,1.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Nessuna agevolazione,4.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time no,Nessuna agevolazione,2.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,Fino a 29,Part time no,Nessuna agevolazione,1.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,30 - 50,Part time no,Nessuna agevolazione,2.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,7.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,140.0
2019,Piemonte,"Attivita' estrattiva; attivita' manifatturiere; fornitura di energia elettrica, gas, vapore e aria condizionata; fornitura di acqua; reti fognarie, attivita' di trattamento dei rifiuti e risanamento",Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,37.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,3.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,7.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,2.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,19.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,2.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,3.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,64.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,2.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Altro,1.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,58.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,1.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,22.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,1.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,11.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,13.0
2019,Piemonte,Costruzioni,Italiana,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,25.0
